Target;Target_Namespace;Target_Type;Target_Method;Job_Id;Job_AnalyzeLaunchVariance;Job_EvaluateOverhead;Job_MaxAbsoluteError;Job_MaxRelativeError;Job_MinInvokeCount;Job_MinIterationTime;Job_OutlierMode;Job_Affinity;Job_EnvironmentVariables;Job_Jit;Job_Platform;Job_PowerPlanMode;Job_Runtime;Job_AllowVeryLargeObjects;Job_Concurrent;Job_CpuGroups;Job_Force;Job_HeapAffinitizeMask;Job_HeapCount;Job_NoAffinitize;Job_RetainVm;Job_Server;Job_Arguments;Job_BuildConfiguration;Job_Clock;Job_EngineFactory;Job_NuGetReferences;Job_Toolchain;Job_IsMutator;Job_InvocationCount;Job_IterationCount;Job_IterationTime;Job_LaunchCount;Job_MaxIterationCount;Job_MaxWarmupIterationCount;Job_MinIterationCount;Job_MinWarmupIterationCount;Job_RunStrategy;Job_UnrollFactor;Job_WarmupCount;Job_Display;Params;Measurement_LaunchIndex;Measurement_IterationMode;Measurement_IterationStage;Measurement_IterationIndex;Measurement_Nanoseconds;Measurement_Operations;Measurement_Value
ParallelCode.Execute;CodeSharp.Concurrency.BackgroundWorkers;ParallelCode;Execute;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;.NET Core 3.1;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Job-UHCSTJ(Runtime=.NET Core 3.1);;1;Workload;Result;26;814182950;128;6360804.3
ParallelCode.Execute;CodeSharp.Concurrency.BackgroundWorkers;ParallelCode;Execute;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;.NET Core 3.1;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Job-UHCSTJ(Runtime=.NET Core 3.1);;1;Workload;Result;27;785143550;128;6133933.98
ParallelCode.Execute;CodeSharp.Concurrency.BackgroundWorkers;ParallelCode;Execute;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;.NET Core 3.1;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Job-UHCSTJ(Runtime=.NET Core 3.1);;1;Workload;Result;28;842012850;128;6578225.39
ParallelCode.Execute;CodeSharp.Concurrency.BackgroundWorkers;ParallelCode;Execute;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;.NET Core 3.1;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Job-UHCSTJ(Runtime=.NET Core 3.1);;1;Workload;Result;29;787409550;128;6151637.11
ParallelCode.Execute;CodeSharp.Concurrency.BackgroundWorkers;ParallelCode;Execute;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;.NET Core 3.1;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Job-UHCSTJ(Runtime=.NET Core 3.1);;1;Workload;Result;30;791893350;128;6186666.8
ParallelCode.Execute;CodeSharp.Concurrency.BackgroundWorkers;ParallelCode;Execute;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;.NET Core 3.1;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Job-UHCSTJ(Runtime=.NET Core 3.1);;1;Workload;Result;31;774912850;128;6054006.64
ParallelCode.Execute;CodeSharp.Concurrency.BackgroundWorkers;ParallelCode;Execute;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;.NET Core 3.1;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Job-UHCSTJ(Runtime=.NET Core 3.1);;1;Workload;Result;32;815822450;128;6373612.89
ParallelCode.Execute;CodeSharp.Concurrency.BackgroundWorkers;ParallelCode;Execute;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;.NET Core 3.1;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Job-UHCSTJ(Runtime=.NET Core 3.1);;1;Workload;Result;33;782583850;128;6113936.33
ParallelCode.Execute;CodeSharp.Concurrency.BackgroundWorkers;ParallelCode;Execute;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;.NET Core 3.1;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Job-UHCSTJ(Runtime=.NET Core 3.1);;1;Workload;Result;34;799002850;128;6242209.77
ParallelCode.Execute;CodeSharp.Concurrency.BackgroundWorkers;ParallelCode;Execute;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;.NET Core 3.1;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Job-UHCSTJ(Runtime=.NET Core 3.1);;1;Workload;Result;35;793828050;128;6201781.64
ParallelCode.Execute;CodeSharp.Concurrency.BackgroundWorkers;ParallelCode;Execute;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;.NET Core 3.1;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Job-UHCSTJ(Runtime=.NET Core 3.1);;1;Workload;Result;36;799781550;128;6248293.36
ParallelCode.Execute;CodeSharp.Concurrency.BackgroundWorkers;ParallelCode;Execute;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;.NET Core 3.1;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Job-UHCSTJ(Runtime=.NET Core 3.1);;1;Workload;Result;37;784151150;128;6126180.86
ParallelCode.Execute;CodeSharp.Concurrency.BackgroundWorkers;ParallelCode;Execute;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;.NET Core 3.1;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Job-UHCSTJ(Runtime=.NET Core 3.1);;1;Workload;Result;38;776506250;128;6066455.08
ParallelCode.Execute;CodeSharp.Concurrency.BackgroundWorkers;ParallelCode;Execute;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;.NET Core 3.1;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Job-UHCSTJ(Runtime=.NET Core 3.1);;1;Workload;Result;39;834331250;128;6518212.89
ParallelCode.Execute;CodeSharp.Concurrency.BackgroundWorkers;ParallelCode;Execute;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;.NET Core 3.1;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Job-UHCSTJ(Runtime=.NET Core 3.1);;1;Workload;Result;40;781174950;128;6102929.3
ParallelCode.Execute;CodeSharp.Concurrency.BackgroundWorkers;ParallelCode;Execute;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;.NET Core 3.1;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Job-UHCSTJ(Runtime=.NET Core 3.1);;1;Workload;Result;41;781243850;128;6103467.58
ParallelCode.Execute;CodeSharp.Concurrency.BackgroundWorkers;ParallelCode;Execute;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;.NET Core 3.1;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Job-UHCSTJ(Runtime=.NET Core 3.1);;1;Workload;Result;42;782729850;128;6115076.95
ParallelCode.Execute;CodeSharp.Concurrency.BackgroundWorkers;ParallelCode;Execute;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;.NET Core 3.1;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Job-UHCSTJ(Runtime=.NET Core 3.1);;1;Workload;Result;43;830482950;128;6488148.05
ParallelCode.Execute;CodeSharp.Concurrency.BackgroundWorkers;ParallelCode;Execute;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;.NET Core 3.1;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Job-UHCSTJ(Runtime=.NET Core 3.1);;1;Workload;Result;44;789537250;128;6168259.77
ParallelCode.Execute;CodeSharp.Concurrency.BackgroundWorkers;ParallelCode;Execute;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;.NET Core 3.1;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Job-UHCSTJ(Runtime=.NET Core 3.1);;1;Workload;Result;45;783612950;128;6121976.17
ParallelCode.Execute;CodeSharp.Concurrency.BackgroundWorkers;ParallelCode;Execute;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;.NET Core 3.1;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Job-UHCSTJ(Runtime=.NET Core 3.1);;1;Workload;Result;46;783466950;128;6120835.55
ParallelCode.Execute;CodeSharp.Concurrency.BackgroundWorkers;ParallelCode;Execute;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;.NET Core 3.1;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Job-UHCSTJ(Runtime=.NET Core 3.1);;1;Workload;Result;47;850156650;128;6641848.83
ParallelCode.Execute;CodeSharp.Concurrency.BackgroundWorkers;ParallelCode;Execute;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;.NET Core 3.1;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Job-UHCSTJ(Runtime=.NET Core 3.1);;1;Workload;Result;48;778947650;128;6085528.52
ParallelCode.Execute;CodeSharp.Concurrency.BackgroundWorkers;ParallelCode;Execute;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;.NET Core 3.1;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Job-UHCSTJ(Runtime=.NET Core 3.1);;1;Workload;Result;49;735246550;128;5744113.67
ParallelCode.Execute;CodeSharp.Concurrency.BackgroundWorkers;ParallelCode;Execute;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;.NET Core 3.1;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Job-UHCSTJ(Runtime=.NET Core 3.1);;1;Workload;Result;50;790629950;128;6176796.48
ParallelCode.Execute;CodeSharp.Concurrency.BackgroundWorkers;ParallelCode;Execute;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;.NET Core 3.1;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Job-UHCSTJ(Runtime=.NET Core 3.1);;1;Workload;Result;51;815265150;128;6369258.98
ParallelCode.Execute;CodeSharp.Concurrency.BackgroundWorkers;ParallelCode;Execute;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;.NET Core 3.1;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Job-UHCSTJ(Runtime=.NET Core 3.1);;1;Workload;Result;52;775438950;128;6058116.8
ParallelCode.Execute;CodeSharp.Concurrency.BackgroundWorkers;ParallelCode;Execute;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;.NET Core 3.1;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Job-UHCSTJ(Runtime=.NET Core 3.1);;1;Workload;Result;53;795369450;128;6213823.83
ParallelCode.Execute;CodeSharp.Concurrency.BackgroundWorkers;ParallelCode;Execute;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;.NET Core 3.1;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Job-UHCSTJ(Runtime=.NET Core 3.1);;1;Workload;Result;54;781302350;128;6103924.61
ParallelCode.Execute;CodeSharp.Concurrency.BackgroundWorkers;ParallelCode;Execute;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;.NET Core 3.1;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Job-UHCSTJ(Runtime=.NET Core 3.1);;1;Workload;Result;55;814969250;128;6366947.27
ParallelCode.Execute;CodeSharp.Concurrency.BackgroundWorkers;ParallelCode;Execute;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;.NET Core 3.1;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Job-UHCSTJ(Runtime=.NET Core 3.1);;1;Workload;Result;56;777514150;128;6074329.3
ParallelCode.Execute;CodeSharp.Concurrency.BackgroundWorkers;ParallelCode;Execute;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;.NET Core 3.1;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Job-UHCSTJ(Runtime=.NET Core 3.1);;1;Workload;Result;57;785747050;128;6138648.83
ParallelCode.Execute;CodeSharp.Concurrency.BackgroundWorkers;ParallelCode;Execute;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;.NET Core 3.1;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Job-UHCSTJ(Runtime=.NET Core 3.1);;1;Workload;Result;58;862770050;128;6740391.02
ParallelCode.Execute;CodeSharp.Concurrency.BackgroundWorkers;ParallelCode;Execute;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;.NET Core 3.1;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Job-UHCSTJ(Runtime=.NET Core 3.1);;1;Workload;Result;59;781545150;128;6105821.48
ParallelCode.Execute;CodeSharp.Concurrency.BackgroundWorkers;ParallelCode;Execute;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;.NET Core 3.1;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Job-UHCSTJ(Runtime=.NET Core 3.1);;1;Workload;Result;60;799294050;128;6244484.77
ParallelCode.Execute;CodeSharp.Concurrency.BackgroundWorkers;ParallelCode;Execute;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;.NET Core 3.1;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Job-UHCSTJ(Runtime=.NET Core 3.1);;1;Workload;Result;61;748247250;128;5845681.64
ParallelCode.Execute;CodeSharp.Concurrency.BackgroundWorkers;ParallelCode;Execute;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;.NET Core 3.1;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Job-UHCSTJ(Runtime=.NET Core 3.1);;1;Workload;Result;62;817614650;128;6387614.45
ParallelCode.Execute;CodeSharp.Concurrency.BackgroundWorkers;ParallelCode;Execute;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;.NET Core 3.1;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Job-UHCSTJ(Runtime=.NET Core 3.1);;1;Workload;Result;63;811048750;128;6336318.36
ParallelCode.Execute;CodeSharp.Concurrency.BackgroundWorkers;ParallelCode;Execute;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;.NET Core 3.1;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Job-UHCSTJ(Runtime=.NET Core 3.1);;1;Workload;Result;64;773269050;128;6041164.45
ParallelCode.Execute;CodeSharp.Concurrency.BackgroundWorkers;ParallelCode;Execute;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;.NET Core 3.1;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Job-UHCSTJ(Runtime=.NET Core 3.1);;1;Workload;Result;65;812382650;128;6346739.45
ParallelCode.Execute;CodeSharp.Concurrency.BackgroundWorkers;ParallelCode;Execute;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;.NET Core 3.1;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Job-UHCSTJ(Runtime=.NET Core 3.1);;1;Workload;Result;66;779309850;128;6088358.2
ParallelCode.Execute;CodeSharp.Concurrency.BackgroundWorkers;ParallelCode;Execute;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;.NET Core 3.1;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Job-UHCSTJ(Runtime=.NET Core 3.1);;1;Workload;Result;67;836099250;128;6532025.39
ParallelCode.Execute;CodeSharp.Concurrency.BackgroundWorkers;ParallelCode;Execute;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;.NET Core 3.1;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Job-UHCSTJ(Runtime=.NET Core 3.1);;1;Workload;Result;68;796063450;128;6219245.7
ParallelCode.Execute;CodeSharp.Concurrency.BackgroundWorkers;ParallelCode;Execute;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;.NET Core 3.1;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Job-UHCSTJ(Runtime=.NET Core 3.1);;1;Workload;Result;69;784023350;128;6125182.42
ParallelCode.Execute;CodeSharp.Concurrency.BackgroundWorkers;ParallelCode;Execute;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;.NET Core 3.1;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Job-UHCSTJ(Runtime=.NET Core 3.1);;1;Workload;Result;70;789497250;128;6167947.27
ParallelCode.Execute;CodeSharp.Concurrency.BackgroundWorkers;ParallelCode;Execute;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;.NET Core 3.1;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Job-UHCSTJ(Runtime=.NET Core 3.1);;1;Workload;Result;71;815889350;128;6374135.55
ParallelCode.Execute;CodeSharp.Concurrency.BackgroundWorkers;ParallelCode;Execute;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;.NET Core 3.1;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Job-UHCSTJ(Runtime=.NET Core 3.1);;1;Workload;Result;72;740149350;128;5782416.8
ParallelCode.Execute;CodeSharp.Concurrency.BackgroundWorkers;ParallelCode;Execute;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;.NET Core 3.1;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Job-UHCSTJ(Runtime=.NET Core 3.1);;1;Workload;Result;73;775158150;128;6055923.05
ParallelCode.Execute;CodeSharp.Concurrency.BackgroundWorkers;ParallelCode;Execute;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;.NET Core 3.1;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Job-UHCSTJ(Runtime=.NET Core 3.1);;1;Workload;Result;74;776352750;128;6065255.86
ParallelCode.Execute;CodeSharp.Concurrency.BackgroundWorkers;ParallelCode;Execute;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;.NET Core 3.1;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Job-UHCSTJ(Runtime=.NET Core 3.1);;1;Workload;Result;75;797133850;128;6227608.2
ParallelCode.Execute;CodeSharp.Concurrency.BackgroundWorkers;ParallelCode;Execute;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;.NET Core 3.1;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Job-UHCSTJ(Runtime=.NET Core 3.1);;1;Workload;Result;76;781988950;128;6109288.67
ParallelCode.Execute;CodeSharp.Concurrency.BackgroundWorkers;ParallelCode;Execute;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;.NET Core 3.1;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Job-UHCSTJ(Runtime=.NET Core 3.1);;1;Workload;Result;77;782764450;128;6115347.27
ParallelCode.Execute;CodeSharp.Concurrency.BackgroundWorkers;ParallelCode;Execute;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;.NET Core 3.1;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Job-UHCSTJ(Runtime=.NET Core 3.1);;1;Workload;Result;78;830264050;128;6486437.89
ParallelCode.Execute;CodeSharp.Concurrency.BackgroundWorkers;ParallelCode;Execute;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;.NET Core 3.1;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Job-UHCSTJ(Runtime=.NET Core 3.1);;1;Workload;Result;79;776742450;128;6068300.39
ParallelCode.Execute;CodeSharp.Concurrency.BackgroundWorkers;ParallelCode;Execute;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;.NET Core 3.1;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Job-UHCSTJ(Runtime=.NET Core 3.1);;1;Workload;Result;80;773928250;128;6046314.45
ParallelCode.Execute;CodeSharp.Concurrency.BackgroundWorkers;ParallelCode;Execute;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;.NET Core 3.1;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Job-UHCSTJ(Runtime=.NET Core 3.1);;1;Workload;Result;81;786247050;128;6142555.08
ParallelCode.Execute;CodeSharp.Concurrency.BackgroundWorkers;ParallelCode;Execute;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;.NET Core 3.1;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Job-UHCSTJ(Runtime=.NET Core 3.1);;1;Workload;Result;82;831949650;128;6499606.64
ParallelCode.Execute;CodeSharp.Concurrency.BackgroundWorkers;ParallelCode;Execute;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;.NET Core 3.1;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Job-UHCSTJ(Runtime=.NET Core 3.1);;1;Workload;Result;83;782656150;128;6114501.17
ParallelCode.Execute;CodeSharp.Concurrency.BackgroundWorkers;ParallelCode;Execute;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;.NET Core 3.1;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Default;Job-UHCSTJ(Runtime=.NET Core 3.1);;1;Workload;Result;84;743318250;128;5807173.83
